Census 5-Digit ZCTA Code,State FIPS Code,Census Identifier,FIPS Class Code,Feature Class Code,Functional Code,Zip Code (Number),State,Census Land Area (m),Census Water Area (m),Total Population,Total Housing Units,Non Hispanic White Persons,Non Hispanic Black Persons,Non Hispanic American Indian Persons,Non Hispanic Asian Persons,Non Hispanic Native Hawaiian Persons,Non Hispanic Other Race Persons,Non Hispanic total Persons,Hispanic Persons,Percent Non Hispanic White,Percent Non Hispanic Black,Percent Non Hispanic American Indian,Percent non Hispanic Asian,Percent Non Hispanic Native Hawaiian,Percent Non Hispanic Other,Percent Non Hispanic Total,Percent Hispanic,Persons Over 65,Percent Over 65,Median Age,Vacant Units,Percent Vacant,Homeowner Rate,Percent Homeowner Without Mortgage,Percent Rent,Percent Population Under 18,ZCTA Report 1,ZCTA Report 2
21781,24,2421781,B5,G6350,S,"21,781.00",24,"656,097.00",0,136,7,95,17,0,23,0,0,0,1,69.9,12.5,0,16.9,0,0,0,0.7,3,2.2,17.9,0,0,16.7,50,66.7,100,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21781.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21781.pdf
21782,24,2421782,B5,G6350,S,"21,782.00",24,"77,664,726.00","5,502,596.00","4,097.00","1,730.00","3,900.00",21,8,12,0,0,104,52,95.2,0.5,0.2,0.3,0,0,2.5,1.3,549,13.4,43.9,107,6.2,59.9,29.3,15.3,20.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21782.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21782.pdf
21783,24,2421783,B5,G6350,S,"21,783.00",24,"116,295,091.00","140,928.00","9,130.00","3,522.00","8,494.00",187,16,54,0,6,109,264,93,2,0.2,0.6,0,0.1,1.2,2.9,"1,158.00",12.7,39.9,201,5.7,58.3,27.2,19.9,24.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21783.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21783.pdf
21784,24,2421784,B5,G6350,S,"21,784.00",24,"149,010,950.00","5,264,230.00","37,941.00","13,454.00","33,968.00","1,651.00",74,829,2,46,492,879,89.5,4.4,0.2,2.2,0,0.1,1.3,2.3,"4,649.00",12.3,41.3,352,2.6,68.5,19.8,14.6,15.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21784.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21784.pdf
21787,24,2421787,B5,G6350,S,"21,787.00",24,"148,804,253.00","629,914.00","10,693.00","4,171.00","9,839.00",311,19,63,6,3,207,245,92,2.9,0.2,0.6,0.1,0,1.9,2.3,"1,578.00",14.8,40.3,216,5.2,59.4,25.2,20.6,28.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21787.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21787.pdf
21788,24,2421788,B5,G6350,S,"21,788.00",24,"172,898,559.00","1,379,503.00","11,622.00","4,718.00","11,055.00",94,33,99,2,3,114,222,95.1,0.8,0.3,0.9,0,0,1,1.9,"1,729.00",14.9,42.4,250,5.3,59.1,25.2,21,23.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21788.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21788.pdf
21790,24,2421790,B5,G6350,S,"21,790.00",24,"10,146,412.00","34,788.00",100,44,87,0,0,1,0,0,2,10,87,0,0,1,0,0,2,10,19,19,45.7,0,0,41.9,40,30.2,12.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21790.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21790.pdf
21791,24,2421791,B5,G6350,S,"21,791.00",24,"127,672,231.00","204,244.00","5,281.00","2,053.00","4,993.00",123,7,14,0,3,52,89,94.5,2.3,0.1,0.3,0,0.1,1,1.7,777,14.7,42.7,133,6.5,57.5,26.6,21.6,23.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21791.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21791.pdf
21793,24,2421793,B5,G6350,S,"21,793.00",24,"52,831,424.00","36,425.00","9,775.00","3,591.00","8,131.00",661,13,187,2,6,239,536,83.2,6.8,0.1,1.9,0,0.1,2.4,5.5,"1,167.00",11.9,39.5,173,4.8,67,18.1,18.1,23.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21793.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21793.pdf
21794,24,2421794,B5,G6350,S,"21,794.00",24,"22,605,176.00","84,882.00","2,434.00",777,"1,911.00",134,2,271,1,4,61,50,78.5,5.5,0.1,11.1,0,0.2,2.5,2.1,260,10.7,42.9,19,2.4,74.1,20.7,6.6,8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21794.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21794.pdf
21795,24,2421795,B5,G6350,S,"21,795.00",24,"78,228,891.00","4,404,361.00","9,233.00","3,958.00","8,576.00",245,14,106,1,4,143,144,92.9,2.7,0.2,1.1,0,0,1.5,1.6,"1,822.00",19.7,43.8,259,6.5,44.6,33.9,32.5,30.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21795.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21795.pdf
21797,24,2421797,B5,G6350,S,"21,797.00",24,"112,103,676.00","602,122.00","8,839.00","3,079.00","7,777.00",341,19,289,7,11,139,256,88,3.9,0.2,3.3,0.1,0.1,1.6,2.9,"1,071.00",12.1,43.7,119,3.9,70,22.6,9.5,10,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21797.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21797.pdf
21798,24,2421798,B5,G6350,S,"21,798.00",24,"42,827,079.00","152,589.00","2,345.00",896,"2,138.00",53,3,19,0,6,36,90,91.2,2.3,0.1,0.8,0,0.3,1.5,3.8,327,13.9,42.7,33,3.7,60.9,24.1,19.9,15.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21798.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21798.pdf
21801,24,2421801,B5,G6350,S,"21,801.00",24,"109,651,385.00","3,756,948.00","29,961.00","11,922.00","16,603.00","10,388.00",53,801,8,70,560,"1,478.00",55.4,34.7,0.2,2.7,0,0.2,1.9,4.9,"3,908.00",13,35.2,"1,109.00",9.3,43.4,26.5,41,44.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21801.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21801.pdf
21802,24,2421802,B5,G6350,S,"21,802.00",24,"136,027.00",0,89,0,64,24,0,0,0,0,0,1,71.9,27,0,0,0,0,0,1.1,7,7.9,49.3,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21802.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21802.pdf
21804,24,2421804,B5,G6350,S,"21,804.00",24,"192,412,299.00","1,398,919.00","38,491.00","16,184.00","25,652.00","8,468.00",59,"1,097.00",11,90,901,"2,213.00",66.6,22,0.2,2.9,0,0.2,2.3,5.7,"5,061.00",13.1,32.9,"1,161.00",7.2,38.5,30.5,44.6,44.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21804.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21804.pdf
21810,24,2421810,B5,G6350,S,"21,810.00",24,"25,003,387.00","289,819.00",487,221,334,136,2,0,0,0,9,6,68.6,27.9,0.4,0,0,0,1.8,1.2,86,17.7,45,20,9,53.4,40.2,10.6,33,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21810.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21810.pdf
21811,24,2421811,B5,G6350,S,"21,811.00",24,"260,737,100.00","32,252,178.00","22,550.00","14,832.00","18,969.00","2,264.00",58,233,8,18,320,680,84.1,10,0.3,1,0,0.1,1.4,3,"6,187.00",27.4,51.1,920,6.2,53.4,33,20.3,35,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21811.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21811.pdf
21813,24,2421813,B5,G6350,S,"21,813.00",24,"64,314,060.00","18,168,184.00","2,852.00","1,345.00","2,505.00",189,3,27,2,2,36,88,87.8,6.6,0.1,0.9,0.1,0.1,1.3,3.1,433,15.2,45.5,100,7.4,57.7,33.2,13.6,20.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21813.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21813.pdf
21814,24,2421814,B5,G6350,S,"21,814.00",24,"9,597,311.00","7,762,406.00",380,224,268,81,1,0,0,0,20,10,70.5,21.3,0.3,0,0,0,5.3,2.6,56,14.7,48.2,22,9.8,48.8,39.6,19.3,36.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21814.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21814.pdf
21817,24,2421817,B5,G6350,S,"21,817.00",24,"37,916,876.00","10,163,392.00","5,236.00","2,897.00","3,742.00","1,140.00",29,32,0,5,89,199,71.5,21.8,0.6,0.6,0,0.1,1.7,3.8,"1,047.00",20,43.5,475,16.4,36.7,41.2,37.6,57.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21817.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21817.pdf
21821,24,2421821,B5,G6350,S,"21,821.00",24,"28,297,631.00","12,589,440.00",991,734,856,103,4,8,0,7,10,3,86.4,10.4,0.4,0.8,0,0.7,1,0.3,238,24,51.7,106,14.4,52,39.5,14.1,33.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21821.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21821.pdf
21822,24,2421822,B5,G6350,S,"21,822.00",24,"73,145,717.00","2,284,863.00","1,930.00",827,"1,476.00",345,11,23,0,2,38,35,76.5,17.9,0.6,1.2,0,0.1,2,1.8,283,14.7,44.5,49,5.9,56.8,34.6,13.1,28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21822.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21822.pdf
21824,24,2421824,B5,G6350,S,"21,824.00",24,"5,692,314.00","1,189,430.00",198,181,188,6,0,2,0,0,2,0,94.9,3,0,1,0,0,1,0,71,35.9,58,35,19.3,38.9,59.3,4.2,38.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21824.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21824.pdf
21826,24,2421826,B5,G6350,S,"21,826.00",24,"11,422,761.00","165,880.00","4,837.00","2,028.00","2,865.00","1,501.00",31,154,0,21,113,152,59.2,31,0.6,3.2,0,0.4,2.3,3.1,506,10.5,32.5,194,9.6,44.8,27.2,38.5,42,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21826.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21826.pdf
21829,24,2421829,B5,G6350,S,"21,829.00",24,"47,170,995.00","5,926,773.00",527,247,435,55,2,1,0,0,10,24,82.5,10.4,0.4,0.2,0,0,1.9,4.6,107,20.3,44.2,27,10.9,43.1,43.1,24.2,33.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21829.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21829.pdf
21830,24,2421830,B5,G6350,S,"21,830.00",24,"81,112,328.00","2,294,778.00","4,026.00","1,591.00","3,342.00",502,7,31,0,2,62,80,83,12.5,0.2,0.8,0,0,1.5,2,527,13.1,39.7,98,6.2,65.2,22.3,16,24.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21830.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21830.pdf
21835,24,2421835,B5,G6350,S,"21,835.00",24,"20,827,542.00","340,679.00",507,235,412,61,3,4,0,0,5,22,81.3,12,0.6,0.8,0,0,1,4.3,90,17.8,47.4,16,6.8,30,65.6,12.7,41,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21835.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21835.pdf
21837,24,2421837,B5,G6350,S,"21,837.00",24,"115,023,862.00","8,456,657.00","2,614.00","1,119.00","1,899.00",560,12,9,2,6,60,66,72.6,21.4,0.5,0.3,0.1,0.2,2.3,2.5,372,14.2,41.6,109,9.7,57.3,29,19.3,33.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21837.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21837.pdf
21838,24,2421838,B5,G6350,S,"21,838.00",24,"138,436,073.00","18,580,362.00","1,736.00",894,"1,201.00",324,9,15,0,2,26,159,69.2,18.7,0.5,0.9,0,0.1,1.5,9.2,312,18,45.8,144,16.1,50.5,40.1,15.6,36.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21838.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21838.pdf
21840,24,2421840,B5,G6350,S,"21,840.00",24,"13,555,319.00","19,331,009.00",375,276,276,75,1,1,0,2,5,15,73.6,20,0.3,0.3,0,0.5,1.3,4,92,24.5,51.8,41,14.9,50.9,39.2,16.4,35,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21840.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21840.pdf
21841,24,2421841,B5,G6350,S,"21,841.00",24,"79,837,188.00","2,394,949.00",860,394,685,139,0,10,0,9,9,8,79.7,16.2,0,1.2,0,1,1,0.9,133,15.5,43.6,40,10.2,53.8,33.7,18.9,24.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21841.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21841.pdf
21842,24,2421842,B5,G6350,S,"21,842.00",24,"23,029,459.00","17,197,937.00","11,089.00","32,844.00","9,987.00",244,21,132,0,28,132,545,90.1,2.2,0.2,1.2,0,0.3,1.2,4.9,"2,836.00",25.6,50.6,"4,162.00",12.7,43.2,39.2,29,32.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21842.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21842.pdf
21849,24,2421849,B5,G6350,S,"21,849.00",24,"90,013,651.00","345,848.00","3,238.00","1,375.00","2,867.00",186,6,42,0,5,60,72,88.5,5.7,0.2,1.3,0,0.2,1.9,2.2,445,13.7,42.3,109,7.9,54.7,32.3,19.2,33.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21849.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21849.pdf
21850,24,2421850,B5,G6350,S,"21,850.00",24,"80,528,167.00","180,164.00","2,790.00","1,279.00","2,545.00",100,4,38,0,4,47,52,91.2,3.6,0.1,1.4,0,0.1,1.7,1.9,369,13.2,40.5,109,8.5,52.7,30.6,24,35.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21850.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21850.pdf
21851,24,2421851,B5,G6350,S,"21,851.00",24,"273,836,833.00","5,198,199.00","7,315.00","3,365.00","4,335.00","2,527.00",26,117,0,13,137,160,59.3,34.5,0.4,1.6,0,0.2,1.9,2.2,"1,224.00",16.7,41.7,398,11.8,42.2,35.7,34.3,47.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21851.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21851.pdf
21853,24,2421853,B5,G6350,S,"21,853.00",24,"308,185,662.00","26,000,207.00","11,126.00","4,431.00","4,207.00","6,158.00",24,88,1,30,216,402,37.8,55.3,0.2,0.8,0,0.3,1.9,3.6,"1,255.00",11.3,25,459,10.4,33.1,35.1,48.9,50.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21853.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21853.pdf
21856,24,2421856,B5,G6350,S,"21,856.00",24,"90,719,319.00","9,021,175.00","1,035.00",440,704,280,2,6,0,0,21,22,68,27.1,0.2,0.6,0,0,2,2.1,168,16.2,43,58,13.2,56.4,28.9,20.6,26.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21856.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21856.pdf
21861,24,2421861,B5,G6350,S,"21,861.00",24,"6,787,689.00","1,260,110.00",757,337,686,42,0,3,0,0,12,14,90.6,5.5,0,0.4,0,0,1.6,1.8,117,15.5,40.9,29,8.6,47.6,41.6,18.5,31,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21861.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21861.pdf
21862,24,2421862,B5,G6350,S,"21,862.00",24,"3,289,065.00","5,474.00",106,54,90,5,2,6,0,0,0,3,84.9,4.7,1.9,5.7,0,0,0,2.8,14,13.2,46,7,13,25.5,50,48.9,25,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21862.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21862.pdf
21863,24,2421863,B5,G6350,S,"21,863.00",24,"300,061,689.00","9,781,536.00","5,029.00","2,192.00","3,346.00","1,447.00",12,39,0,9,78,98,66.5,28.8,0.2,0.8,0,0.2,1.6,1.9,866,17.2,44.3,224,10.2,45.6,35.9,28.8,43.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21863.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21863.pdf
21864,24,2421864,B5,G6350,S,"21,864.00",24,"55,088,003.00","6,539,888.00",611,309,460,118,2,2,0,0,14,15,75.3,19.3,0.3,0.3,0,0,2.3,2.5,107,17.5,45.5,54,17.5,52.1,34,21.1,29.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21864.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21864.pdf
21865,24,2421865,B5,G6350,S,"21,865.00",24,"41,813,534.00","10,319,144.00",470,286,393,69,0,1,0,0,2,5,83.6,14.7,0,0.2,0,0,0.4,1.1,107,22.8,51,38,13.3,55.1,36.7,13,42.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21865.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21865.pdf
21866,24,2421866,B5,G6350,S,"21,866.00",24,"318,387.00",0,78,74,77,0,0,0,0,0,0,1,98.7,0,0,0,0,0,0,1.3,28,35.9,59,6,8.1,52.4,38.9,14.3,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21866.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21866.pdf
21875,24,2421875,B5,G6350,S,"21,875.00",24,"60,796,561.00","93,909.00","6,467.00","2,796.00","4,853.00",976,12,238,0,5,159,224,75,15.1,0.2,3.7,0,0.1,2.5,3.5,700,10.8,37.1,283,10.1,51.4,25.8,30.7,35.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21875.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21875.pdf
21890,24,2421890,B5,G6350,S,"21,890.00",24,"342,406.00","1,649.00","3,240.00",0,811,"2,392.00",1,2,0,0,6,28,25,73.8,0,0.1,0,0,0.2,0.9,50,1.5,35.6,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21890.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21890.pdf
21901,24,2421901,B5,G6350,S,"21,901.00",24,"127,422,037.00","8,413,939.00","15,875.00","6,648.00","14,350.00",665,36,160,0,5,270,389,90.4,4.2,0.2,1,0,0,1.7,2.5,"1,632.00",10.3,37,413,6.2,55.6,21.8,28.9,32.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21901.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21901.pdf
21902,24,2421902,B5,G6350,S,"21,902.00",24,"2,083,319.00",0,471,43,270,186,5,3,4,0,2,1,57.3,39.5,1.1,0.6,0.8,0,0.4,0.2,122,25.9,55.6,9,20.9,19,0,81,41.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21902.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21902.pdf
21903,24,2421903,B5,G6350,S,"21,903.00",24,"31,427,354.00","246,434.00","5,687.00","2,613.00","4,822.00",447,25,69,3,17,105,199,84.8,7.9,0.4,1.2,0.1,0.3,1.8,3.5,750,13.2,42.2,188,7.2,53.3,22.4,31.4,28.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21903.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21903.pdf
21904,24,2421904,B5,G6350,S,"21,904.00",24,"61,208,326.00","6,533,406.00","7,252.00","2,871.00","6,493.00",371,24,38,0,7,148,171,89.5,5.1,0.3,0.5,0,0.1,2,2.4,775,10.7,40.7,231,8,59.4,27.6,17.9,30.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21904.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21904.pdf
21911,24,2421911,B5,G6350,S,"21,911.00",24,"96,719,926.00","686,672.00","11,004.00","4,081.00","10,486.00",68,29,57,5,3,124,232,95.3,0.6,0.3,0.5,0,0,1.1,2.1,"1,385.00",12.6,38.7,182,4.5,57.9,25.3,22.5,25.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21911.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21911.pdf
21912,24,2421912,B5,G6350,S,"21,912.00",24,"81,430,162.00","3,579,873.00","1,231.00",508,"1,042.00",92,2,4,0,6,8,77,84.6,7.5,0.2,0.3,0,0.5,0.6,6.3,141,11.5,40.9,32,6.3,56.9,26.6,22.5,23.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21912.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21912.pdf
21913,24,2421913,B5,G6350,S,"21,913.00",24,"1,165,581.00",0,663,264,524,78,0,3,2,0,9,47,79,11.8,0,0.5,0.3,0,1.4,7.1,85,12.8,35.4,24,9.1,45.1,27.7,37.6,38,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21913.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21913.pdf
21914,24,2421914,B5,G6350,S,"21,914.00",24,"1,903,165.00","477,110.00",765,428,734,0,1,4,0,0,7,19,95.9,0,0.1,0.5,0,0,0.9,2.5,117,15.3,43.6,40,9.3,55.3,29.4,21.7,35.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21914.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21914.pdf
21915,24,2421915,B5,G6350,S,"21,915.00",24,"65,591,600.00","12,194,841.00","3,030.00","1,582.00","2,784.00",54,4,11,6,0,19,152,91.9,1.8,0.1,0.4,0.2,0,0.6,5,504,16.6,46,105,6.6,55.3,29.7,21.4,29.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21915.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21915.pdf
21916,24,2421916,B5,G6350,S,"21,916.00",24,"233,632.00",0,37,0,37,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,30,81.1,71.8,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21916.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21916.pdf
21917,24,2421917,B5,G6350,S,"21,917.00",24,"20,265,281.00","146,369.00","2,520.00",907,"2,387.00",30,2,17,1,8,38,37,94.7,1.2,0.1,0.7,0,0.3,1.5,1.5,310,12.3,42,39,4.3,68.2,22.1,12.5,16.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21917.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21917.pdf
